week,week_index,zone_id,audit_group,engagement_volume,engagement_volume_log,campaign_exposure,late_night_share,fraud_signal_rate,failed_payment_rate,verified_channel_share,economic_stress_index,public_event_intensity,lag_1_incidents,lag_4_incidents_mean,rolling_8_incidents_mean,week_sin,week_cos,trend,expected_incidents,incidents,high_risk
2023-01-02,0,Z11,Intermediate vulnerability,2578.250434,7.855254,0.427079,0.052223,0.173233,0.063722,0.718076,0.612023,0.165820,0,0.000000,0.000000,0.000000,1.000000,0.000000,3.576304,4,0
2023-01-02,0,Z12,Lower vulnerability,2278.786665,7.731837,0.207385,0.345513,0.168292,0.065059,0.774635,0.513368,0.263954,0,0.000000,0.000000,0.000000,1.000000,0.000000,3.352536,2,0
2023-01-02,0,Z13,Higher vulnerability,7405.837927,8.910159,0.845099,0.399643,0.096483,0.048298,0.564448,0.314410,0.097350,0,0.000000,0.000000,0.000000,1.000000,0.000000,3.948692,3,0
2023-01-02,0,Z14,Intermediate vulnerability,3325.788484,8.109763,0.409502,0.071026,0.445684,0.123060,0.795850,0.262168,0.128868,0,0.000000,0.000000,0.000000,1.000000,0.000000,4.230508,0,0
2023-01-02,0,Z15,Lower vulnerability,2577.192362,7.854844,0.539326,0.445254,0.187471,0.100017,0.741079,0.762356,0.085114,0,0.000000,0.000000,0.000000,1.000000,0.000000,4.056833,1,0
2023-01-02,0,Z16,Higher vulnerability,4171.774933,8.336337,0.339185,0.075127,0.053121,0.043625,0.665450,0.084572,0.089482,0,0.000000,0.000000,0.000000,1.000000,0.000000,1.634762,2,0
2023-01-02,0,Z17,Intermediate vulnerability,1742.416651,7.463602,0.581668,0.160703,0.087594,0.087700,0.666266,0.735320,0.134699,0,0.000000,0.000000,0.000000,1.000000,0.000000,2.457033,1,0
2023-01-02,0,Z18,Lower vulnerability,4001.907394,8.294776,0.129661,0.595046,0.186202,0.087028,0.734597,0.533911,0.069405,0,0.000000,0.000000,0.000000,1.000000,0.000000,4.730422,10,1
2023-01-02,0,Z19,Higher vulnerability,3241.216832,8.084013,0.406508,0.151282,0.023184,0.059505,0.776015,0.327052,0.259133,0,0.000000,0.000000,0.000000,1.000000,0.000000,2.061066,2,0
2023-01-02,0,Z20,Intermediate vulnerability,3505.211805,8.162291,0.786605,0.274789,0.255802,0.119302,0.542014,0.917604,0.187521,0,0.000000,0.000000,0.000000,1.000000,0.000000,4.273901,7,0
2023-01-02,0,Z21,Lower vulnerability,3545.057762,8.173592,0.332785,0.341674,0.225241,0.117466,0.703895,0.212701,0.198749,0,0.000000,0.000000,0.000000,1.000000,0.000000,2.752979,2,0
2023-01-02,0,Z22,Higher vulnerability,3564.524057,8.179066,0.572351,0.091574,0.327478,0.111757,0.707868,0.444725,0.264685,0,0.000000,0.000000,0.000000,1.000000,0.000000,6.196046,5,0
2023-01-02,0,Z23,Intermediate vulnerability,2481.125629,7.816871,0.724027,0.105523,0.211742,0.086088,0.631415,0.256484,0.104599,0,0.000000,0.000000,0.000000,1.000000,0.000000,2.612014,4,0
2023-01-02,0,Z24,Lower vulnerability,3798.700818,8.242678,0.822114,0.178705,0.412045,0.120229,0.514451,0.397977,0.167398,0,0.000000,0.000000,0.000000,1.000000,0.000000,5.505923,4,0
2023-01-02,0,Z25,Higher vulnerability,4067.796690,8.311103,0.506401,0.117588,0.169740,0.096109,0.689824,0.461367,0.000000,0,0.000000,0.000000,0.000000,1.000000,0.000000,4.147625,3,0
2023-01-02,0,Z26,Intermediate vulnerability,2363.789911,7.768444,0.503520,0.235552,0.208546,0.090112,0.659321,0.054217,0.337367,0,0.000000,0.000000,0.000000,1.000000,0.000000,5.186746,3,0
2023-01-02,0,Z27,Lower vulnerability,2439.822967,7.800091,0.778759,0.304029,0.301216,0.108509,0.725736,0.919097,0.161523,0,0.000000,0.000000,0.000000,1.000000,0.000000,4.073282,9,0
2023-01-02,0,Z28,Higher vulnerability,2703.875737,7.902811,0.395695,0.117030,0.089548,0.038387,0.746618,0.195235,0.190810,0,0.000000,0.000000,0.000000,1.000000,0.000000,3.252916,2,0
2023-01-02,0,Z29,Intermediate vulnerability,5192.316695,8.555128,0.339811,0.164959,0.118124,0.064130,0.718657,0.546368,0.126501,0,0.000000,0.000000,0.000000,1.000000,0.000000,1.977769,0,0
2023-01-02,0,Z30,Lower vulnerability,4438.700993,8.398342,0.485084,0.355981,0.314026,0.124544,0.660901,0.569576,0.161248,0,0.000000,0.000000,0.000000,1.000000,0.000000,5.616622,5,0
2023-01-02,0,Z31,Higher vulnerability,2202.062870,7.697604,0.217269,0.022840,0.129893,0.048495,0.640811,0.473899,0.313015,0,0.000000,0.000000,0.000000,1.000000,0.000000,2.000057,0,0
2023-01-02,0,Z32,Intermediate vulnerability,2789.091876,7.933830,0.455598,0.132237,0.148033,0.073735,0.802235,0.073860,0.176911,0,0.000000,0.000000,0.000000,1.000000,0.000000,2.995281,2,0
2023-01-02,0,Z33,Lower vulnerability,5438.829804,8.601503,0.880376,0.364673,0.370286,0.155327,0.659562,0.840422,0.000000,0,0.000000,0.000000,0.000000,1.000000,0.000000,9.509219,8,0
2023-01-02,0,Z34,Higher vulnerability,3695.869062,8.215242,0.671054,0.261832,0.151165,0.045744,0.703518,0.164623,0.234948,0,0.000000,0.000000,0.000000,1.000000,0.000000,4.316729,5,0
2023-01-02,0,Z35,Intermediate vulnerability,5570.416595,8.625405,0.147202,0.033422,0.018109,0.045312,0.747990,0.607446,0.343731,0,0.000000,0.000000,0.000000,1.000000,0.000000,1.732931,1,0
2023-01-02,0,Z36,Lower vulnerability,3326.975290,8.110119,0.816122,0.427245,0.234153,0.104745,0.590025,0.697189,0.229113,0,0.000000,0.000000,0.000000,1.000000,0.000000,6.468741,4,0
2023-01-09,1,Z01,Higher vulnerability,2954.165921,7.991310,0.550919,0.235892,0.172049,0.081647,0.704433,0.282429,0.332923,4,1.000000,0.500000,0.120537,0.992709,0.006452,3.835744,4,0
2023-01-09,1,Z02,Intermediate vulnerability,4620.406707,8.438454,0.810548,0.062844,0.371893,0.136235,0.564652,0.628203,0.423165,4,1.000000,0.500000,0.120537,0.992709,0.006452,10.738180,18,1
2023-01-09,1,Z03,Lower vulnerability,2263.359736,7.725047,0.745399,0.108948,0.441692,0.121278,0.682596,0.212751,0.305335,0,0.000000,0.000000,0.120537,0.992709,0.006452,2.367520,4,0
2023-01-09,1,Z04,Higher vulnerability,3409.012260,8.134471,0.803875,0.369663,0.219497,0.099626,0.705781,0.859302,0.000000,15,3.750000,1.875000,0.120537,0.992709,0.006452,16.786864,19,1
2023-01-09,1,Z05,Intermediate vulnerability,2736.983778,7.914977,0.257437,0.340427,0.082312,0.051998,0.691938,0.500380,0.384181,8,2.000000,1.000000,0.120537,0.992709,0.006452,6.080684,3,0
2023-01-09,1,Z06,Lower vulnerability,1919.367538,7.560272,0.467684,0.055890,0.080268,0.045833,0.715112,0.471145,0.323471,5,1.250000,0.625000,0.120537,0.992709,0.006452,2.548065,4,0
2023-01-09,1,Z07,Higher vulnerability,3613.530588,8.192717,0.467461,0.304229,0.172107,0.076708,0.657938,0.536098,0.213307,6,1.500000,0.750000,0.120537,0.992709,0.006452,6.155078,8,0
2023-01-09,1,Z08,Intermediate vulnerability,2540.460282,7.840494,0.471669,0.156786,0.135981,0.063755,0.661202,0.093650,0.269193,5,1.250000,0.625000,0.120537,0.992709,0.006452,3.710542,5,0
2023-01-09,1,Z09,Lower vulnerability,4263.164970,8.358002,0.492408,0.138467,0.175027,0.073119,0.632129,0.451266,0.360293,0,0.000000,0.000000,0.120537,0.992709,0.006452,2.945115,3,0
2023-01-09,1,Z10,Higher vulnerability,2600.091009,7.863686,0.553265,0.262853,0.315057,0.109556,0.639450,0.457637,0.307579,2,0.500000,0.250000,0.120537,0.992709,0.006452,6.845503,3,0
2023-01-09,1,Z11,Intermediate vulnerability,2372.065923,7.771938,0.211560,0.211189,0.208543,0.097422,0.721224,0.630977,0.085351,4,1.000000,0.500000,0.120537,0.992709,0.006452,6.300601,8,0
2023-01-09,1,Z12,Lower vulnerability,2943.608147,7.987731,0.784407,0.151401,0.150738,0.086544,0.645373,0.543194,0.242521,2,0.500000,0.250000,0.120537,0.992709,0.006452,4.326705,5,0
2023-01-09,1,Z13,Higher vulnerability,4083.697486,8.315003,0.422009,0.230133,0.277968,0.079974,0.791431,0.338810,0.283601,3,0.750000,0.375000,0.120537,0.992709,0.006452,5.688843,6,0
2023-01-09,1,Z14,Intermediate vulnerability,2601.604190,7.864268,0.326816,0.267104,0.273820,0.067197,0.803445,0.283763,0.264214,0,0.000000,0.000000,0.120537,0.992709,0.006452,3.243718,3,0
2023-01-09,1,Z15,Lower vulnerability,4317.288389,8.370614,0.333260,0.057420,0.268292,0.103843,0.679541,0.907967,0.185266,1,0.250000,0.125000,0.120537,0.992709,0.006452,5.525154,9,0
2023-01-09,1,Z16,Higher vulnerability,2164.425586,7.680372,0.539601,0.339697,0.317002,0.086024,0.684538,0.091395,0.131283,2,0.500000,0.250000,0.120537,0.992709,0.006452,4.333591,1,0
2023-01-09,1,Z17,Intermediate vulnerability,4582.935424,8.430313,0.674446,0.453668,0.273483,0.119135,0.770290,0.698765,0.299106,1,0.250000,0.125000,0.120537,0.992709,0.006452,6.198691,9,0
2023-01-09,1,Z18,Lower vulnerability,2888.792115,7.968940,0.407051,0.304707,0.216401,0.099771,0.659293,0.601001,0.000000,10,2.500000,1.250000,0.120537,0.992709,0.006452,7.339717,8,0
2023-01-09,1,Z19,Higher vulnerability,3630.291200,8.197344,0.699082,0.184826,0.188702,0.063453,0.630444,0.438814,0.094941,2,0.500000,0.250000,0.120537,0.992709,0.006452,4.604666,3,0
2023-01-09,1,Z20,Intermediate vulnerability,2912.637455,7.977158,0.638768,0.160554,0.129510,0.086427,0.684061,0.933138,0.262906,7,1.750000,0.875000,0.120537,0.992709,0.006452,3.975311,3,0
2023-01-09,1,Z21,Lower vulnerability,2237.628121,7.713619,0.739026,0.231812,0.443617,0.108088,0.597453,0.128929,0.140817,2,0.500000,0.250000,0.120537,0.992709,0.006452,4.906237,4,0
2023-01-09,1,Z22,Higher vulnerability,2621.989019,7.872070,0.641701,0.617893,0.142327,0.053025,0.524172,0.493276,0.325399,5,1.250000,0.625000,0.120537,0.992709,0.006452,10.300271,14,1
2023-01-09,1,Z23,Intermediate vulnerability,3196.183517,8.070026,0.312504,0.096630,0.074323,0.061269,0.768961,0.239925,0.318322,4,1.000000,0.500000,0.120537,0.992709,0.006452,2.589986,3,0
2023-01-09,1,Z24,Lower vulnerability,5620.204430,8.634301,0.735208,0.324179,0.110491,0.066539,0.611621,0.420460,0.325368,4,1.000000,0.500000,0.120537,0.992709,0.006452,4.443344,2,0
2023-01-09,1,Z25,Higher vulnerability,4636.497097,8.441930,0.337781,0.255625,0.073366,0.041640,0.633430,0.487717,0.259315,3,0.750000,0.375000,0.120537,0.992709,0.006452,5.725806,3,0
2023-01-09,1,Z26,Intermediate vulnerability,1942.400822,7.572195,0.482594,0.140097,0.202332,0.064253,0.756617,0.121142,0.224499,3,0.750000,0.375000,0.120537,0.992709,0.006452,5.486248,5,0
2023-01-09,1,Z27,Lower vulnerability,1857.740202,7.527654,0.468734,0.105643,0.091848,0.090488,0.707347,0.899184,0.285841,9,2.250000,1.125000,0.120537,0.992709,0.006452,3.679444,3,0
2023-01-09,1,Z28,Higher vulnerability,4259.905333,8.357237,0.410544,0.530284,0.053831,0.052640,0.730803,0.243798,0.202409,2,0.500000,0.250000,0.120537,0.992709,0.006452,6.101649,10,1
2023-01-09,1,Z29,Intermediate vulnerability,3475.315723,8.153728,0.610684,0.127065,0.315320,0.169997,0.626402,0.609155,0.386868,0,0.000000,0.000000,0.120537,0.992709,0.006452,4.038270,4,0
2023-01-09,1,Z30,Lower vulnerability,3245.930247,8.085465,0.460828,0.393839,0.153875,0.031033,0.652865,0.463062,0.158963,5,1.250000,0.625000,0.120537,0.992709,0.006452,4.792085,5,0
2023-01-09,1,Z31,Higher vulnerability,2705.343468,7.903354,0.457563,0.213656,0.158712,0.068014,0.672248,0.604445,0.327584,0,0.000000,0.000000,0.120537,0.992709,0.006452,2.811402,3,0
2023-01-09,1,Z32,Intermediate vulnerability,3598.837315,8.188644,0.713178,0.308271,0.264771,0.085771,0.622015,0.104054,0.134184,2,0.500000,0.250000,0.120537,0.992709,0.006452,7.156804,5,0
2023-01-09,1,Z33,Lower vulnerability,7104.627317,8.868642,0.345796,0.263663,0.418970,0.173702,0.731323,0.961751,0.252044,8,2.000000,1.000000,0.120537,0.992709,0.006452,18.000000,8,0
2023-01-09,1,Z34,Higher vulnerability,3622.042944,8.195070,0.425208,0.177544,0.318038,0.108713,0.664913,0.234890,0.390921,5,1.250000,0.625000,0.120537,0.992709,0.006452,10.826724,14,1
2023-01-09,1,Z35,Intermediate vulnerability,2771.180205,7.927389,0.545168,0.342061,0.355859,0.120935,0.775158,0.555979,0.183077,1,0.250000,0.125000,0.120537,0.992709,0.006452,4.678513,2,0
2023-01-09,1,Z36,Lower vulnerability,3017.482304,8.012509,0.114781,0.444856,0.046282,0.013804,0.756382,0.698281,0.465440,4,1.000000,0.500000,0.120537,0.992709,0.006452,5.033412,7,0
2023-01-16,2,Z01,Higher vulnerability,3600.985732,8.189241,0.378945,0.374976,0.380500,0.107179,0.680133,0.235161,0.237121,4,2.000000,1.000000,0.239316,0.970942,0.012903,7.386252,12,1
2023-01-16,2,Z02,Intermediate vulnerability,3598.505901,8.188552,0.577814,0.208962,0.164330,0.058942,0.604631,0.717308,0.097018,18,5.500000,2.750000,0.239316,0.970942,0.012903,8.572657,7,0
2023-01-16,2,Z03,Lower vulnerability,3305.698891,8.103706,0.339115,0.329032,0.160656,0.051689,0.646963,0.328164,0.052458,4,1.000000,0.500000,0.239316,0.970942,0.012903,2.120630,4,0
2023-01-16,2,Z04,Higher vulnerability,3399.853088,8.131782,0.887084,0.199035,0.237464,0.103041,0.766243,0.834683,0.199606,19,8.500000,4.250000,0.239316,0.970942,0.012903,17.568905,14,1
2023-01-16,2,Z05,Intermediate vulnerability,2981.793124,8.000615,0.528157,0.105848,0.102694,0.038156,0.641813,0.486281,0.414207,3,2.750000,1.375000,0.239316,0.970942,0.012903,5.086888,4,0
2023-01-16,2,Z06,Lower vulnerability,1677.617209,7.425726,0.564970,0.354806,0.072162,0.043495,0.675991,0.432751,0.254693,4,2.250000,1.125000,0.239316,0.970942,0.012903,3.148268,2,0
2023-01-16,2,Z07,Higher vulnerability,2446.629171,7.802875,0.542546,0.109068,0.364010,0.132363,0.704083,0.648758,0.247030,8,3.500000,1.750000,0.239316,0.970942,0.012903,9.568958,14,1
2023-01-16,2,Z08,Intermediate vulnerability,2692.428867,7.898570,0.553533,0.345860,0.220254,0.090724,0.631703,0.131152,0.206833,5,2.500000,1.250000,0.239316,0.970942,0.012903,5.958053,8,0
2023-01-16,2,Z09,Lower vulnerability,4103.512676,8.319842,0.514528,0.013350,0.171214,0.065573,0.663497,0.435698,0.206590,3,0.750000,0.375000,0.239316,0.970942,0.012903,3.198370,4,0
2023-01-16,2,Z10,Higher vulnerability,2989.691816,8.003260,0.531329,0.173013,0.168267,0.091057,0.645568,0.434519,0.321838,3,1.250000,0.625000,0.239316,0.970942,0.012903,5.072365,5,0
2023-01-16,2,Z11,Intermediate vulnerability,1724.654454,7.453362,0.840941,0.273979,0.141186,0.093096,0.581435,0.681798,0.317017,8,3.000000,1.500000,0.239316,0.970942,0.012903,8.478792,5,0
2023-01-16,2,Z12,Lower vulnerability,4073.585150,8.312524,0.187017,0.137252,0.060298,0.054312,0.822767,0.563113,0.148564,5,1.750000,0.875000,0.239316,0.970942,0.012903,3.559669,5,0
2023-01-16,2,Z13,Higher vulnerability,2753.665534,7.921051,0.756484,0.466439,0.173029,0.043216,0.720931,0.285670,0.377828,6,2.250000,1.125000,0.239316,0.970942,0.012903,6.222157,4,0
2023-01-16,2,Z14,Intermediate vulnerability,5883.454765,8.680069,0.565732,0.269298,0.249819,0.074590,0.624779,0.287367,0.451126,3,0.750000,0.375000,0.239316,0.970942,0.012903,6.233613,4,0
2023-01-16,2,Z15,Lower vulnerability,3100.794998,8.039736,0.563383,0.124952,0.060031,0.095147,0.672098,0.919164,0.293243,9,2.500000,1.250000,0.239316,0.970942,0.012903,5.401008,5,0
2023-01-16,2,Z16,Higher vulnerability,2165.476322,7.680857,0.384916,0.249005,0.133410,0.068755,0.720582,0.134832,0.268289,1,0.750000,0.375000,0.239316,0.970942,0.012903,2.668640,1,0
2023-01-16,2,Z17,Intermediate vulnerability,4861.468392,8.489301,0.378372,0.096574,0.239796,0.108233,0.597505,0.703728,0.339587,9,2.500000,1.250000,0.239316,0.970942,0.012903,7.783324,10,1
2023-01-16,2,Z18,Lower vulnerability,2959.423249,7.993088,0.453843,0.057447,0.284371,0.096642,0.722214,0.573343,0.352070,8,4.500000,2.250000,0.239316,0.970942,0.012903,7.704993,3,0
2023-01-16,2,Z19,Higher vulnerability,2851.476574,7.955943,0.797066,0.092929,0.152895,0.074421,0.593543,0.413877,0.049630,3,1.250000,0.625000,0.239316,0.970942,0.012903,4.320733,9,0
2023-01-16,2,Z20,Intermediate vulnerability,5866.600374,8.677201,0.538648,0.336474,0.126539,0.092803,0.724283,0.956853,0.368233,3,2.500000,1.250000,0.239316,0.970942,0.012903,4.908940,6,0
2023-01-16,2,Z21,Lower vulnerability,4345.806484,8.377197,0.358218,0.271666,0.227608,0.100935,0.629191,0.302839,0.242374,4,1.500000,0.750000,0.239316,0.970942,0.012903,4.575159,4,0
2023-01-16,2,Z22,Higher vulnerability,4408.603855,8.391540,0.163064,0.202383,0.199589,0.087045,0.771646,0.587368,0.375774,14,4.750000,2.375000,0.239316,0.970942,0.012903,10.756824,11,1
2023-01-16,2,Z23,Intermediate vulnerability,1880.799785,7.539984,0.570036,0.179918,0.274078,0.100102,0.671214,0.338138,0.224869,3,1.750000,0.875000,0.239316,0.970942,0.012903,4.770248,6,0
2023-01-16,2,Z24,Lower vulnerability,3003.395906,8.007832,0.334260,0.021679,0.303852,0.105900,0.664846,0.561795,0.211823,2,1.500000,0.750000,0.239316,0.970942,0.012903,4.824117,5,0
2023-01-16,2,Z25,Higher vulnerability,6275.807544,8.744617,0.659179,0.324719,0.163145,0.052052,0.677126,0.465956,0.303723,3,1.500000,0.750000,0.239316,0.970942,0.012903,8.039384,12,1
2023-01-16,2,Z26,Intermediate vulnerability,1951.081409,7.576651,0.403231,0.337130,0.381738,0.106035,0.771451,0.132288,0.436926,5,2.000000,1.000000,0.239316,0.970942,0.012903,12.467606,23,1
2023-01-16,2,Z27,Lower vulnerability,1959.818153,7.581117,0.545876,0.346410,0.097022,0.105880,0.623990,0.990529,0.044534,3,3.000000,1.500000,0.239316,0.970942,0.012903,4.347117,3,0
2023-01-16,2,Z28,Higher vulnerability,4074.970081,8.312864,0.770676,0.309479,0.284296,0.093675,0.635146,0.179317,0.129401,10,3.000000,1.500000,0.239316,0.970942,0.012903,12.875550,13,1
2023-01-16,2,Z29,Intermediate vulnerability,3037.235722,8.019032,0.276378,0.319982,0.177903,0.081904,0.697540,0.634405,0.440679,4,1.000000,0.500000,0.239316,0.970942,0.012903,4.173528,4,0
2023-01-16,2,Z30,Lower vulnerability,4614.391076,8.437152,0.694039,0.259877,0.145956,0.065908,0.688601,0.662241,0.235543,5,2.500000,1.250000,0.239316,0.970942,0.012903,5.682212,5,0
2023-01-16,2,Z31,Higher vulnerability,2539.971903,7.840302,0.206768,0.257015,0.103618,0.085209,0.809619,0.621745,0.405290,3,0.750000,0.375000,0.239316,0.970942,0.012903,3.215861,3,0
2023-01-16,2,Z32,Intermediate vulnerability,2058.490795,7.630214,0.790367,0.145803,0.445447,0.112284,0.677986,0.102576,0.425959,5,1.750000,0.875000,0.239316,0.970942,0.012903,11.441021,11,1
2023-01-16,2,Z33,Lower vulnerability,1873.177251,7.535925,0.448564,0.282516,0.217326,0.097816,0.714763,0.839286,0.241848,8,4.000000,2.000000,0.239316,0.970942,0.012903,9.126453,6,0
2023-01-16,2,Z34,Higher vulnerability,3503.943603,8.161930,0.562834,0.149114,0.123186,0.060325,0.728983,0.212688,0.515168,14,4.750000,2.375000,0.239316,0.970942,0.012903,8.226218,7,0
2023-01-16,2,Z35,Intermediate vulnerability,3103.459956,8.040595,0.786014,0.188097,0.255867,0.117016,0.562312,0.573862,0.315731,2,0.750000,0.375000,0.239316,0.970942,0.012903,4.985949,7,0
2023-01-16,2,Z36,Lower vulnerability,2186.444656,7.690489,0.715462,0.161572,0.283696,0.120972,0.736024,0.690759,0.488731,7,2.750000,1.375000,0.239316,0.970942,0.012903,8.984056,10,1
2023-01-23,3,Z01,Higher vulnerability,2364.761624,7.768855,0.389037,0.356882,0.165998,0.076168,0.648404,0.356032,0.514127,12,5.000000,2.500000,0.354605,0.935016,0.019355,6.464243,7,0
2023-01-23,3,Z02,Intermediate vulnerability,3295.648104,8.100662,0.228642,0.237901,0.221407,0.117032,0.659374,0.641219,0.480375,7,7.250000,3.625000,0.354605,0.935016,0.019355,10.042135,6,0
2023-01-23,3,Z03,Lower vulnerability,3436.845214,8.142600,0.587949,0.228649,0.246860,0.074808,0.612007,0.326762,0.200041,4,2.000000,1.000000,0.354605,0.935016,0.019355,2.864301,2,0
2023-01-23,3,Z04,Higher vulnerability,1831.949672,7.513682,0.659464,0.237682,0.185455,0.098779,0.682038,0.868514,0.517797,14,12.000000,6.000000,0.354605,0.935016,0.019355,18.000000,19,1
2023-01-23,3,Z05,Intermediate vulnerability,4866.885722,8.490415,0.327328,0.300452,0.097003,0.037628,0.770222,0.544016,0.436926,4,3.750000,1.875000,0.354605,0.935016,0.019355,6.344963,8,0
2023-01-23,3,Z06,Lower vulnerability,2971.204096,7.997059,0.181140,0.202091,0.057530,0.034713,0.711839,0.441834,0.243219,2,2.750000,1.375000,0.354605,0.935016,0.019355,2.682902,0,0
2023-01-23,3,Z07,Higher vulnerability,3699.464927,8.216214,0.596892,0.171865,0.117140,0.113136,0.645581,0.544725,0.343245,14,7.000000,3.500000,0.354605,0.935016,0.019355,7.405759,8,0
2023-01-23,3,Z08,Intermediate vulnerability,2701.741151,7.902022,0.701389,0.540189,0.335125,0.112471,0.757797,0.189829,0.465572,8,4.500000,2.250000,0.354605,0.935016,0.019355,10.618340,6,0
2023-01-23,3,Z09,Lower vulnerability,4123.719483,8.324753,0.357841,0.262930,0.059943,0.072040,0.818008,0.550475,0.194222,4,1.750000,0.875000,0.354605,0.935016,0.019355,3.130698,4,0
2023-01-23,3,Z10,Higher vulnerability,3792.088994,8.240936,0.737999,0.245102,0.358455,0.111785,0.599877,0.394412,0.293046,5,2.500000,1.250000,0.354605,0.935016,0.019355,10.044825,8,0
2023-01-23,3,Z11,Intermediate vulnerability,2961.985199,7.993953,0.318536,0.188410,0.131149,0.019927,0.723412,0.722975,0.327724,5,4.250000,2.125000,0.354605,0.935016,0.019355,6.744258,4,0
2023-01-23,3,Z12,Lower vulnerability,2279.696812,7.732236,0.624445,0.293647,0.302368,0.093080,0.696235,0.613680,0.457928,5,3.000000,1.500000,0.354605,0.935016,0.019355,9.124636,6,0
2023-01-23,3,Z13,Higher vulnerability,2153.911184,7.675505,0.777026,0.435889,0.355068,0.130633,0.545712,0.367782,0.325887,4,3.250000,1.625000,0.354605,0.935016,0.019355,11.891683,18,1
2023-01-23,3,Z14,Intermediate vulnerability,2398.392260,7.782971,0.818825,0.531134,0.220459,0.084338,0.706524,0.245201,0.227818,4,1.750000,0.875000,0.354605,0.935016,0.019355,5.699047,6,0
2023-01-23,3,Z15,Lower vulnerability,3751.275558,8.230118,0.800449,0.567579,0.072408,0.078594,0.748448,0.922374,0.108231,5,3.750000,1.875000,0.354605,0.935016,0.019355,6.660496,8,0
2023-01-23,3,Z16,Higher vulnerability,4287.474388,8.363686,0.326709,0.335267,0.136252,0.059894,0.709194,0.188918,0.666671,1,1.000000,0.500000,0.354605,0.935016,0.019355,3.986995,6,0
2023-01-23,3,Z17,Intermediate vulnerability,2844.706598,7.953567,0.775387,0.062068,0.270702,0.121193,0.499759,0.681384,0.379149,10,5.000000,2.500000,0.354605,0.935016,0.019355,9.102179,13,1
2023-01-23,3,Z18,Lower vulnerability,4122.261170,8.324400,0.730769,0.163660,0.142511,0.079452,0.739332,0.488342,0.320711,3,5.250000,2.625000,0.354605,0.935016,0.019355,5.288861,2,0
2023-01-23,3,Z19,Higher vulnerability,3118.757050,8.045510,0.350841,0.065260,0.306042,0.127359,0.773512,0.493658,0.393784,9,3.500000,1.750000,0.354605,0.935016,0.019355,8.252229,3,0
2023-01-23,3,Z20,Intermediate vulnerability,3061.491553,8.026984,0.797670,0.102055,0.251174,0.117135,0.717847,0.933574,0.442811,6,4.000000,2.000000,0.354605,0.935016,0.019355,5.844757,4,0
2023-01-23,3,Z21,Lower vulnerability,1957.928978,7.580153,0.488654,0.151936,0.115284,0.078655,0.671646,0.161191,0.596281,4,2.500000,1.250000,0.354605,0.935016,0.019355,2.947291,6,0
2023-01-23,3,Z22,Higher vulnerability,2464.710401,7.810235,0.663578,0.221814,0.124453,0.046951,0.781348,0.535977,0.396492,11,7.500000,3.750000,0.354605,0.935016,0.019355,7.904848,13,1
